zinc,smile
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C)CC(Cc4ccccc4)CC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CCCC(C)C)C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC45CCCC5)CCCC3C2C1C
,CCC(O)C1C2CCC(c3ccccc3)C2CC2C3C(=CCCN21)OC(=C1OC(=O)C(C)=C1OC)C3C
,CCCCCc1cccc(CC2CC(C(O)CC3CCCC34CCCC4)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCCC(C)C)CCCC3C2C1CO
,CCC(O)C1CCCC23C=CC(C=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(CO)C42)C[NH+]13
,CCC(O)C1C2CCC3CC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(CO)C4C(CC2)N31
,C[NH2+]CC(CC1(CCCC(=O)CC(=O)C=Cc2cc(OC)c(O)cc2Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)CCCC1)C1CC[NH2+]CC1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CC3CCCC3)C2C1C
,COCCCNCC1=CC2CC3(O)C(C)(CCC4C3(O)CC3CC5C(C=CCC5C5CCCC5)CC5C(O)CCC4(C=O)C35O)C2C2=CC(=O)OC21
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CC3CCCCC3)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CSSCC4CCCC4CC(O)C4CCCC(C2C1C)N43
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(CC4CCCC45CCCC5)C4CCCC(C2C1C)N34
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCC4(C(C)C)CCCC4)CC(Cc4ccccc4)CC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CCC(C)C)C2C1C
,C[NH2+]CC(CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1)C1CC[NH2+]CC1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4C5(CCCC5)CCC45CCCC5)CCCC3C2C1C
,CCCCCc1cccc(CC2CC(C(O)CC)N3CCC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(C)C4C3C2)c1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC4)CCCC3C2C1CO
,C[NH2+]CC(C)CC(CCCO)CCCC(=O)CC(=O)C=Cc1cc(OCO)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4)CCCC3C2C1CO
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCCC(C)C)CC(Cc4ccccc4)CC3C2C1C
,C[NH2+]CC(C)CC(CCCO)CCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC(O)(CCCC(C)C)C4CCCC(C2C1C)N34
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)CC4CCCC45CCCC5)CCCC3C2C1C
,C[NH2+]CC(C)CC1(CCCC(=O)CC(=O)C=Cc2cc(OC)c(O)cc2Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)CCCC1
,CCC(O)C1CC(Cc2ccccc2)CC2C3C(=CCCN12)OC(=C1OC(=O)C(C)=C1OC)C3C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C)CCCC3C2C1CO
,CCC1(O)CCC2CC=C3OC(=C4OC(=O)C(C[O-])=C4OC)C(C)C3C3CCCC1N23
,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCCCOC)=CC5CC4(O)C3(O)C(O)C3CC(C(C)C)CCC(C1O)C32O
,CCC1(O)CCC2C3C=CC4(CCCC1[NH+]24)C1C(=C3)OC(=C2OC(=O)C(C[O-])=C2OC)C1C
,C=C(C=CC=C(CO)C1CCC2(C1O)C1CCC(O)Cc3cccc(c3)CCC(O)C[NH2+]C3C(=O)NC(N)c4cccc(c43)CC(=O)C(C)=C1CCC2(C)O)C(O)CC=C(C)C
,C=C(C=C1C=CC2(CCC3(C2O)C2CCC(O)Cc4cccc(c4)CCC(O)CNC4C(=O)NC(N)c5cccc(c54)CC(=O)C(C)=C2CCC3(C)O)C(CO)=C1)CCC=C(C)C
,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)CC)OC(=C2OC(=O)C(C)=C2OC)C4C)c1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC45CCCC5)CCCC3C2C1C
,C=C(C=CC=C(CO)C1CCC2(C1O)C1CCC(O)Cc3cccc(c3)CCC(O)CNC3C(=O)NC(N)c4cccc(c43)CC(=O)C(C)=C1CCC2(C)O)CCC=C(C)C
,CC(C)=CCc1cc(C(=O)CC(=O)c2ccc3c(c2)C=CC(C)(C)O3)c(O)cc1O
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC4)CC(Cc4ccccc4)CC3C2C1C
,CC(C)c1cc2c(cc1O)C1(C)CC(=C2[O-])C(=O)C(C)(C)C1C=O
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4)CC(Cc4ccccc4)CC3C2C1C
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C(=O)Cc1cccc3c1C(NCC(C)O)C(=O)NC3N)CCC2(C)O)C(CC=C(C)C)[NH2+]CC
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)CC5CCCC56CCCC6)[NH+]4C3)C2C1C
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C(=O)Cc1cccc3c1C([NH2+]CC(C)O)C(=O)NC3N)CCC2(C)O)C(CC=C(C)C)[NH2+]CC
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)CC1CCCC12CCCC2
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C)CC(Cc4ccccc4)CC3C2C1C
,CC1(C)C=Cc2cc(C(=O)CC(=O)c3cc4c(cc3O)OC(C)(C)C=C4)ccc2O1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC(O)(CCC(C)C)C4CCCC(C2C1C)N34
,C=C(C=CC=C1C2C(CC3(C2O)C(CCCO)C(=C(C)C(=O)Cc2cccc4c2C(NCC(C)O)C(=O)NC4N)CCC3(C)O)CCCC1O)CCC=C(C)C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC45CCCC5)CCCC3C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCCC(C)C)CCCC3C2C1C
,O=CC12CCC(O)CC1(O)CCC1(O)C2CCC23CCC#Cc4ccccc4CC(NCO)C4CC(CC21O)C3C1=CC(=O)OC14
,CCCCCc1cccc(CC2CC(C(O)CCCC(C)C)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C(=O)Cc1cccc3c1C(NCC(O)CCc1ccc(O)cc1)C(=O)NC3N)CCC2(C)O)CCC=C(C)C
,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCCCOC)=CC5CC4(O)C3(O)C(O)C(CCC(C)C)C2(O)CC1O
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C(=O)Cc1cccc3c1C([NH2+]CC(O)CCc1ccc(O)cc1)C(=O)NC3N)CCC2(C)O)CCC=C(C)C
,CCC(O)C1CCCC23C=CC(C=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(C)C42)C[NH+]13
,C[NH2+]CC(CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1)CCCC(C)C
,CCC(O)C1C2CCC3CC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(C)C4C(CC2)N31
,CCCCCc1cccc(CC2CC(C(O)CC)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(CCCC(C)C)C4CCCC(C2C1C)N34
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4CCC(C)C)CC(Cc4ccccc4)CC3C2C1C
,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCCCOC)=CC5CC4(O)C3(O)CC3CC(C(C)C)CCC(C1O)C32O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC4)CCCC3C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4)CCCC3C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C)CCCC3C2C1C
,CCCCCc1cccc(CC2CC(C(O)CC3CCCCC3)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,CCCCCc1cccc(CC2CC(C(O)CC3CCCC3)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,CCC1(O)CCC2CC=C3OC(=C4OC(=O)C(C)=C4OC)C(C)C3C3CCCC1N23
,CCC1(O)CCC2C3C=CC4(CCCC1[NH+]24)C1C(=C3)OC(=C2OC(=O)C(C)=C2OC)C1C
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C(=O)Cc1cccc3c1C(NCC(C)O)C(=O)NC3N)CCC2(C)O)CCC=C(C)CCCc1ccccc1
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)CCCC(C)C)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(CC4CCCCC4)C4CCCC(C2C1C)N34
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(CC4CCCC4)C4CCCC(C2C1C)N34
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCC4(C(C)C)CCCC4)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(CCC(C)C)C4CCCC(C2C1C)N34
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C4CCCCC4)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C4CCCC4)CCCC3C2C1C
,C[NH2+]CC(C)CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c2c(c1)C(c1cc(C)cc(C)c1)CCN2
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCCC(C)C)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)CCCC(C)C)[NH+]4C3)C2C1C
,C[NH2+]CC(C)CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCCO)c1
,COc1cc2c3cc1Cc1c(O)c(OC)cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC2NCC3)[NH+](C)CC4
,C[NH2+]CC(C)CCCCCC(=O)CC(=O)C=C(CO)c1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)CCCC(C)C
,C[NH2+]CC(CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1)C1CC[NH2+]CC1
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)CC4CCCCC4)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)CC4CCCC4)CCCC3C2C1C
,CCC(O)C1CCCC23C=CC(C=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C42)C[NH+]13
,C[NH2+]CC(C)CC1(CCCC(=O)CC(=O)C=Cc2cc(OC)c(O)cc2Cc2c[nH+]c(N)cc2CCc2ccccc2)CCCC1
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)CCC(C)C)[NH+]4C3)C2C1C
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C(=O)Cc1cccc3c1C(NCC(C)O)C(=O)NC3N)C1CCCCC1)CCC2(C)O)CCC=C(C)C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC4)CCCC3C2C1C
,C[NH2+]CC(C)CCCCCC(=O)CC(=O)C=Cc1cc(OCO)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)CC5CCCCC5)[NH+]4C3)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)CC5CCCC5)[NH+]4C3)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)CC1CCCCC1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)CC1CCCC1
,C[NH2+]CC(C)CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)CCC(C)C
,C[NH2+]CC(CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1)CCc1ccccc1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4CCC(C)C)CCCC3C2C1C
,C[NH2+]CC(CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1)CCCC(C)C
,CCCCCCCC(=O)CC(=O)C=C(CO)c1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1
,CCCCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCCO)c1
,CCCCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c2c(c1)C(c1cc(C)cc(C)c1)CCN2
,COc1cc(C=CC(=O)CC(=O)CCCCCCC2CC[NH2+]CC2)c(Cc2c[nH+]c(N)cc2CCc2ccccc2)cc1O
,C=C(C=CC=C(CO)C1CC2CCCC3(O)CCC(=C(C)C(=O)Cc4cccc5c4CC(=O)NC5N)C(CCCO)C23C1O)CCC=C(C)C
,CCCC1(CCCC(=O)CC(=O)C=Cc2cc(OC)c(O)cc2Cc2c[nH+]c(N)cc2CCc2ccccc2)CCCC1
,C=C(C=CC=C(CO)C1CC2CCCC3(O)CCC(=C(C)C(=O)Cc4cccc5c4OC(=O)NC5[NH3+])C(CCCO)C23C1O)CCC=C(C)C
,C=C1C(OC(=O)C(O)C(c2ccccc2)[NH+](C)C)CC(O)C2(C)C1CC1CC(OC(C)=O)C(C)=C(C(OC(C)=O)C2O)C1(C)C
,CCCCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1ccccc1
,COc1cc(C=CC(=O)CC(=O)CCCCCCCCCC(C)C)c(Cc2c[nH+]c(N)cc2CCc2ccccc2)cc1O
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C(=O)Cc1cccc3c1CC=NC3[NH3+])CCC2(C)O)CCC=C(C)C
,CCC12C=CC[NH+]3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1C(=O)OC)C32
,CCC12C=CC[NH+]3CCC4(c5ccccc5N(C)C4C(O)(C(=O)OC)C1C(=O)OC)C32
,COc1ccc2c(c1)NC(=O)C21CCN2CC3C(C)OC=C(OC(C)=O)C3CC21
,O=C1Oc2cc([O-])c3c(c2C12c1c(cc(O)cc1O)OC2c1ccc(O)c(O)c1)OC(c1ccc(O)c(O)c1)C(O)C3
,O=C1Oc2cc(O)c3c(c2C12c1c(cc([O-])cc1O)OC2c1ccc(O)c(O)c1)OC(c1ccc(O)c(O)c1)C(O)C3
,CC(=O)OC12CC3(C)C=CC(O)(CCC(C)CCCc4ccccc4)C4(C(O)CCC(C)(C5CC6(CCCC6)CC5[NH2+]N1)C24)C3(O)CCC1=CC(=O)OC1
,CC(CCCc1ccccc1)CCC(O)C12C(O)CCC3(C)C4CC5(CCCC5)CC4[NH2+]NC4(CC(C)(C#CCCC(=O)O4)C1(O)CCC1=CC(=O)OC1)C32
,CC(CCCc1ccccc1)CCC(O)C12C(O)CCC3(C)C4CCCC4[NH2+]NC4(CC(C)(C#CCCC(=O)O4)C1(O)CCC1=CC(=O)OC1)C32
,CC(CCCc1ccccc1)CCC(O)C12C(O)CCC3(C)C4CCCC4[NH2+]NC4(CC(C)(C#CCC5(CCCCC5)C(=O)O4)C1(O)CCC1=CC(=O)OC1)C32
,CC(=O)OC12CC(C)C(O)(CCC3=CC(=O)OC3)C3(C(O)CCC(C)CCCc4ccccc4)C(O)CCC(C)(C4CC5(CCC6(CCCC6)C5)CC4[NH2+]N1)C23
,CC(=O)OC12CC(C)C(O)(CCC3=CC(=O)OC3)C3(C(O)CCC(C)CCCc4ccccc4)C(O)CCC(C)(C4CC5(CCCC5)CC4[NH2+]N1)C23
,CC(=O)OC12CC(C)C(O)(CCC3=CC(=O)OC3)C3(C(O)CCC(C)CCCc4ccccc4)C(O)CCC(C)(C4CCCC4[NH2+]N1)C23
,CC(CCCc1ccccc1)CCCC12C(O)CCC3(C)C4CC5(CCCC5)CC4[NH2+]NC4(CC(C)(C#CCCC(=O)O4)C1(O)CCC1=CC(=O)OC1)C32
,CCCCCC1CC2[NH2+]NC34CC(C)(C#CCCC(=O)O3)C(O)(CCC3=CC(=O)OC3)C3(C(O)CCC(C)CCCc5ccccc5)C(O)CCC(C)(C2C1)C43
,CCCCCC1CC2[NH2+]NC3(OC(C)=O)CC4(C)C=CC(O)(CCC(C)CCCc5ccccc5)C5(C(O)CCC(C)(C2C1)C35)C4(O)CCC1=CC(=O)OC1
,CC(CCCc1ccccc1)CCC(O)C12C(O)CCC3(C)C4CCCC4[NH2+]NC(OC(=O)C4CCCCC4)(CC(C)C1(O)CCC1=CC(=O)OC1)C32
,CC(CCCc1ccccc1)CCCC12C(O)CCC3(C)C4CCCC4[NH2+]NC4(CC(C)(C#CCCC(=O)O4)C1(O)CCC1=CC(=O)OC1)C32
,CC(CCCc1ccccc1)CCCC12C(O)CCC3(C)C4CCCC4[NH2+]NC4(CC(C)(C#CCC5(CCCCC5)C(=O)O4)C1(O)CCC1=CC(=O)OC1)C32
,CCCCCC1CCCC12CC1NNC3(OC(C)=O)CC(C)C(O)(CCC4=CC(=O)OC4)C4(C(O)CCC(C)CCCc5ccccc5)C(O)CCC(C)(C1C2)C34
,CCCCCC1CC2NNC3(OC(C)=O)CC(C)C(O)(CCC4=CC(=O)OC4)C4(C(O)CCC(C)CCCc5ccccc5)C(O)CCC(C)(C2C1)C34
,CCCC(CO)C1CC(Cc2cc[nH+]c(N)c2)CC2C#CC(c3ccccc3CCC(C)C)c3cc(O)c(OC)cc3CCC(=O)C(O)C(=O)C2C1
,CC(CCCc1ccccc1)CCC1C=CC2(C)CC3(OC(=O)C4CCCCC4)N[NH2+]C4CCCC4C4(C)CCC(O)C1(C43)C2(O)CCC1=CC(=O)OC1
,CCCCCC1CC2[NH2+]NC34CC(C)(C#CCCC(=O)O3)C(O)(CCC3=CC(=O)OC3)C3(CCCC(C)CCCc5ccccc5)C(O)CCC(C)(C2C1)C43
,CCCCCC1CC2NNC3(OC(C)=O)CC4(C)C=CC(CCC(C)CCCc5ccccc5)C5(C(O)CCC(C)(C2C1)C35)C4(O)CCC1=CC(=O)OC1
,CC(=O)OC12CC(C)C(O)(CCC3=CC(=O)OC3)C3(C)C(O)CCC(C)(C4CCCC4[NH2+]N1)C32
,CCCC(CO)C1CC(Cc2cc[nH+]c(N)c2)CC2C#CC(c3ccccc3)c3cc(O)c(OC)cc3CCC(=O)C(O)C(=O)C2C1
,CC(=O)OC12CC(C)C(O)(CCC3=CC(=O)OC3)C3(C)CCCC(C)(C4CCCC4[NH2+]N1)C32
,COc1cccc2cc(C)c(-c3c(O)cc4c(c3OC)C(C)N(C)C(C)C4)c(O)c21
,CC1(C)OC23CC4([NH3+])C(CO)CCC(C2c2ccc5cccc6c5c2C2C(CC5(CCCC5)CC23)C6c2ccc(N)nc2)C14
,CCCCC1CC(Cc2cc[nH+]c(NCCCO)c2)CC2C#CC(c3ccccc3)c3cc(O)c(OC)cc3CCC(=O)C(O)C(=O)C2C1
,CC1(C2CCCCC2)OC23CC4([NH3+])C(CO)CCC(C2c2ccc5cccc6c5c2C2C(CC5(CCCC5)CC23)C6c2ccc(N)nc2)C14
,CC1(C2CCCC2)OC23CC4([NH3+])C(CO)CCC(C2c2ccc5cccc6c5c2C2C(CC5(CCCC5)CC23)C6c2ccc(N)nc2)C14
,CC(C)CC1CCC2(C1)CC1C(c3ccc(N)nc3)c3cccc4ccc5c(c43)C1C(C2)C12CC3([NH3+])C(CO)CCC(C51)C3C(C)(C)O2
,CC(C)=CCc1c(O)cc2oc3cc(=O)c(O)c(CC=C(C)C)c-3c([O-])c2c1O
,CCCC(=O)C1C(=O)C(CC2C(=O)C(C(C)=O)C(=O)C(C)(C)C2=O)C(=O)C(C)(C)C1=O
,CC(C)C(=O)C1C(=O)C(CC2=C([O-])C(=C([O-])C(C)C)C(=O)C(C)(C)C2=O)C(=O)C(C)(C)C1=O
,COc1c(=O)c2c(O)cc(O)cc2oc1-c1ccc(OC2(O)C(=O)c3c(O)cc(O)cc3OC2(O)c2ccc(O)c(O)c2)c(O)c1CC=C(C)C
,C=C(C=CC=C(COC(O)CC(C)C)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(C)(CCOC)Cc2cccc(c2)C1
,CCNCOc1cc(OC)c2c(c1)-c1ccc3c(c1CC2)C(O)C(c1cc(OC)c(O)c(OC2CCCC2)c1)CO3
,CCCCC1CC(Cc2ccc(N)nc2)CC2C#CC(c3ccccc3)c3cc(O)c(OC)cc3CCC(=O)CC(=O)C2C1
,C=C(C=CC=C(COC1(O)CCCC1)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(C)(CCOC)Cc2cccc(c2)C1
,C=C(C=CC=C(COC1(O)CCCC1)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C(O)NC(C)(CCOC)Cc2cccc(c2)C1
,C=C(C=CC=C(COCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(CCOC)(C2CCCCC2)Cc2cccc(c2)C1
,C=C(C=CC=C(COCCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(CCOC)(C2CCCC2)Cc2cccc(c2)C1
,CCCCC1CCCC2C#CC(c3ccccc3)c3cc(O)c(OC)cc3CCC(=O)C(O)C(=O)C2C1
,CCCC(CO)CCC1CC#CC(c2ccccc2)c2cc(O)c(OC)cc2CCC(=O)C(O)C1=O
,COc1cc2c(cc1O)C(c1ccccc1)C#CCC(CCC1CCCCC1)C(=O)C(O)C(=O)CC2
,CCCC1(CCC2CC#CC(c3ccccc3)c3cc(O)c(OC)cc3CCC(=O)C(O)C2=O)CCCC1
,CCCCCCC1CC#CC(c2ccccc2CCC(C)C)c2cc(O)c(OC)cc2CCC(=O)C(O)C1=O
,CCCCCCC1CC#CC(c2ccccc2)c2cc(O)c(OC)cc2CCC(=O)C(O)C1=O
,COc1cc2c(cc1O)C(c1ccccc1)C#CCC(CCCCCCCCO)C(=O)C(O)C(=O)CC2
,C=C(C=CC=C(COCO)C1CCC2(C1O)C1C3=C(C=O)CCCC3(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(C)(CCOC)Cc2cccc(c2)C1
,COc1cc2c(cc1O)C(c1ccccc1)C#CCC(CCCCCC1CCCCC1)C(=O)C(O)C(=O)CC2
,CCCCCCC1CC#CC(c2ccccc2)c2c(cc(OC)c(O)c2CCc2ccccc2)CCC(=O)C(O)C1=O
,CCCCCC(CCCCC)C1CC#CC(c2ccccc2)c2cc(O)c(OC)cc2CCC(=O)C(O)C1=O
,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(CCOC)(C2CCCCC2)Cc2cccc(c2)C1
,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(CCOC)(C2CCCC2)Cc2cccc(c2)C1
,CCCCCCCC(=O)CC(=O)CCc1cc(OC)c(O)c(C2c3ccnc(N)c3C=CC2CO)c1
,C=C(C=CC=C(COCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C(O)NC(C)(CCOC)Cc2cccc(c2)C1
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(CCOC)(C2CCCCC2)Cc2cccc(c2)C1
,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C(O)NC(CCOC)(C2CCCCC2)Cc2cccc(c2)C1
,C=C(C=CC=C(COCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(C)Cc2cccc(c2)C1
,C=C(C=CC=C(COCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C(O)NC(C)Cc2cccc(c2)C1
,C=C(C=CC=C(COCC)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C([O-])[NH2+]C(C)Cc2cccc(c2)C1
